"BURG - AUTO","2020-02-04 17:10:00","20-904039","BURGLARY-AUTO","12Y","5800 COLLEGE AV","Oakland","CA"
"BURG - AUTO","2020-02-04 20:00:00","20-904040","BURGLARY-AUTO","09X","4000 HOWE ST","Oakland","CA"
"BURG - AUTO","2020-02-04 18:30:00","20-904041","BURGLARY-AUTO","12Y","6100 CLAREMONT AV","Oakland","CA"
"BURG - AUTO","2020-02-04 20:08:00","20-904042","BURGLARY-AUTO","09X","40TH ST & PIEDMONT AV","Oakland","CA"
"BURG - AUTO","2020-02-04 22:00:00","20-904043","BURGLARY-AUTO","26Y","900 69TH AV","Oakland","CA"
"BURG - AUTO","2020-02-04 19:30:00","20-904044","BURGLARY-AUTO","03Y","1000 CLAY ST","Oakland","CA"
"VANDALISM","2020-01-17 14:30:00","20-904045","VANDALISM","32X","9800 PLYMOUTH ST","Oakland","CA"
"BURG - AUTO","2020-02-04 20:00:00","20-904046","BURGLARY-AUTO","09X","4000 PIEDMONT AV","Oakland","CA"
"BURG - AUTO","2020-02-04 19:05:00","20-904047","BURGLARY-AUTO","14Y","3200 GRAND AV","Oakland","CA"
"BURG - AUTO","2020-02-04 17:07:00","20-904048","BURGLARY-AUTO","04X","W GRAND AV & VALLEY ST","Oakland","CA"
"BURG - AUTO","2020-02-04 19:15:00","20-904049","BURGLARY-AUTO","09X","4000 PIEDMONT AV","Oakland","CA"
"BURG - AUTO","2020-02-04 19:15:00","20-904050","BURGLARY-AUTO","19X","1900 EMBARCADERO","Oakland","CA"
"BURG - AUTO","2020-02-04 22:30:00","20-904051","BURGLARY-AUTO","14Y","700 WALKER AV","Oakland","CA"
"BURG - AUTO","2020-01-31 06:00:00","20-904052","BURGLARY-AUTO","30Y","8000 EARL ST","Oakland","CA"
"BURG - AUTO","2020-02-04 20:45:00","20-904053","BURGLARY-AUTO","14Y","3200 LAKESHORE AV","Oakland","CA"
"BURG - AUTO","2020-02-04 17:30:00","20-904054","BURGLARY-AUTO","03Y","500 9TH ST","Oakland","CA"
"BURG - AUTO","2020-02-03 21:00:00","20-904055","BURGLARY-AUTO","04X","300 17TH ST","Oakland","CA"
"BURG - AUTO","2020-02-04 13:00:00","20-904056","BURGLARY-AUTO","17X","1900 PARK BLVD","Oakland","CA"
"BURG - AUTO","2019-12-24 03:00:00","20-904057","BURGLARY-AUTO","25X","5000 LEONA ST","Oakland","CA"
"BURG - AUTO","2020-02-04 22:00:00","20-904058","BURGLARY-AUTO","30X","1700 81ST AV","Oakland","CA"
"BURG - AUTO","2020-02-05 08:40:00","20-904059","BURGLARY-AUTO","31Y","100 98TH AV","Oakland","CA"
"BURG - AUTO","2020-02-04 19:00:00","20-904060","BURGLARY-AUTO","14X","GRAND AV & HARRISON ST","Oakland","CA"
"BURG - AUTO","2020-02-04 18:30:00","20-904061","BURGLARY-AUTO","01X","100 CLAY ST","Oakland","CA"
"BURG - AUTO","2020-02-05 09:25:00","20-904062","BURGLARY-AUTO","04X","1800 JACKSON ST","Oakland","CA"
"BURG - AUTO","2020-02-05 11:45:00","20-904063","BURGLARY-AUTO","25X","3500 MACARTHUR BLVD","Oakland","CA"
"BURG - AUTO","2020-01-31 21:00:00","20-904064","BURGLARY-AUTO","21Y","3200 FOOTHILL BLVD","Oakland","CA"
"BURG - AUTO","2020-01-11 22:00:00","20-904065","BURGLARY-AUTO","13Y","800 MOUNTAIN BLVD","Oakland","CA"
"BURG - AUTO","2020-02-05 01:00:00","20-904066","BURGLARY-AUTO","30Y","7900 BANCROFT AV","Oakland","CA"
"BURG - AUTO","2020-03-08 14:30:00","20-906816","BURGLARY-AUTO","08X","2900 BROADWAY","Oakland","CA"
"BURG - AUTO","2020-03-07 02:20:00","20-906817","BURGLARY-AUTO","04X","JACKSON ST & 19TH ST","Oakland","CA"
"VANDALISM","2020-03-07 19:35:00","20-906818","VANDALISM","04X","400 21ST ST","Oakland","CA"
"VANDALISM","2020-03-07 16:00:00","20-906819","VANDALISM","07X","2800 FILBERT ST","Oakland","CA"
"VANDALISM","2020-03-07 16:05:00","20-906820","VANDALISM","03Y","700 WASHINGTON ST","Oakland","CA"
"FORGERY & COUNTERFEITING","2020-02-14 08:45:00","20-906821","THEFT BY USE OF ACCESS CARD","77X","LAGUNA AVE","Oakland","CA"
"VANDALISM","2020-03-08 03:00:00","20-906822","VANDALISM","77X","14TH ST","Oakland","CA"
"GRAND THEFT","2020-01-10 10:00:00","20-906823","GRAND THEFT","22Y","500 WESTFIELD WY","Oakland","CA"
"FRAUD","2020-03-08 11:25:00","20-906824","USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.","03X","13TH ST & BROADWAY","Oakland","CA"
"BURG - AUTO","2020-03-08 12:00:00","20-906825","BURGLARY-AUTO","77X","14TH ST","Oakland","CA"
"BURG - AUTO","2020-01-10 22:45:00","20-906826","BURGLARY-AUTO","08X","28TH ST & TELEGRAPH AV","Oakland","CA"
"VANDALISM","2020-03-08 00:25:00","20-906827","VANDALISM","25Y","6000 OLD QUARRY LOOP","Oakland","CA"
"BURG - AUTO","2020-03-08 00:00:00","20-906828","BURGLARY-AUTO","35X","3400 CALANDRIA AV","Oakland","CA"
"BURG - AUTO","2020-03-07 21:00:00","20-906829","BURGLARY-AUTO","77X","22ND ST","Oakland","CA"
"BURG - AUTO","2020-03-06 18:55:00","20-906830","BURGLARY-AUTO","77X","4000 BLOCK OPAL ST","Oakland","CA"
"BURG - AUTO","2020-03-07 11:45:00","20-906831","BURGLARY-AUTO","77X","00 ","Oakland","CA"
"BURG - AUTO","2020-03-07 20:45:00","20-906832","BURGLARY-AUTO","04X","2200 MARTIN LUTHER KING JR W","Oakland","CA"
"BURG - AUTO","2020-03-07 21:45:00","20-906833","BURGLARY-AUTO","09X","41ST ST & HOWE ST","Oakland","CA"
"BURG - AUTO","2020-03-07 21:30:00","20-906834","BURGLARY-AUTO","12X","47TH ST & TELEGRAPH AV","Oakland","CA"
"BURG - RESIDENTIAL","2020-03-07 21:09:00","20-906835","BURGLARY-FORCIBLE ENTRY","12Y","5300 BOYD AV","Oakland","CA"
"BURG - AUTO","2020-03-07 22:00:00","20-906836","BURGLARY-AUTO","04X","17TH ST & JEFFERSON ST","Oakland","CA"
"VANDALISM","2020-03-08 01:35:00","20-906837","VANDALISM","10Y","4200 LUSK ST","Oakland","CA"
"BURG - AUTO","2020-03-07 19:30:00","20-906838","BURGLARY-AUTO","01X","00 4TH ST","Oakland","CA"
"BURG - AUTO","2020-03-08 04:15:00","20-906839","BURGLARY-AUTO","03X","13TH ST & JACKSON ST","Oakland","CA"
"BURG - AUTO","2020-01-24 01:30:00","20-906840","BURGLARY-AUTO","27X","2500 COURTLAND AV","Oakland","CA"
"GRAND THEFT","2020-02-28 19:35:00","20-906841","GRAND THEFT","14X","100 MONTECITO AV","Oakland","CA"
"BURG - AUTO","2020-03-07 20:00:00","20-906842","BURGLARY-AUTO","77X","00 ","Oakland","CA"
"BURG - AUTO","2020-03-07 20:40:00","20-906843","BURGLARY-AUTO","04X","WEBSTER ST & 22ND ST","Oakland","CA"
"BURG - AUTO","2020-03-07 17:30:00","20-906844","BURGLARY-AUTO","01X","00 4TH ST","Oakland","CA"
"VANDALISM","2020-03-06 19:00:00","20-906845","VANDALISM","12Y","6400 COLBY ST","Oakland","CA"
"GRAND THEFT","2020-03-07 19:30:00","20-906846","THEFT","16X","3200 LAKESHORE AV","Oakland","CA"
"BURG - AUTO","2020-03-07 20:40:00","20-906847","BURGLARY-AUTO","01X","00 4TH ST","Oakland","CA"
"BURG - AUTO","2020-03-07 18:45:00","20-906848","BURGLARY-AUTO","03X","200 10TH ST","Oakland","CA"
"VANDALISM","2020-03-07 20:00:00","20-906849","VANDALISM","08X","3700 BROADWAY","Oakland","CA"
"VANDALISM","2020-03-09 20:16:00","20-906850","VANDALISM","12Y","5300 MANILA AV","Oakland","CA"
"VANDALISM","2020-03-09 18:50:00","20-906851","VANDALISM","25X","4000 MACARTHUR BLVD","Oakland","CA"
"VANDALISM","2020-03-09 19:00:00","20-906852","VANDALISM","12X","300 40TH ST","Oakland","CA"
"BURG - AUTO","2020-03-09 18:30:00","20-906853","BURGLARY-AUTO","08X","2500 TELEGRAPH AV","Oakland","CA"
"PETTY THEFT","2020-03-03 13:16:00","20-906854","MAIL/ETC THEFT/ETC","30X","1400 76TH AV","Oakland","CA"
"BURG - AUTO","2020-03-09 15:20:00","20-906855","BURGLARY-AUTO","15X","BODEN WY","Oakland","CA"
"BURG - AUTO","2020-03-09 08:20:00","20-906857","BURGLARY-AUTO","19X","E 10TH ST & 4TH AV","Oakland","CA"
"BURG - AUTO","2020-03-09 00:30:00","20-906858","BURGLARY-AUTO","21Y","2200 COOLIDGE AV","Oakland","CA"
"BURG - RESIDENTIAL","2020-03-06 20:00:00","20-906859","BURGLARY-FORCIBLE ENTRY","04X","1700 FRANKLIN ST","Oakland","CA"
"BURG - AUTO","2020-03-09 08:30:00","20-906860","BURGLARY-AUTO","26X","400 HIGH ST","Oakland","CA"
"PETTY THEFT","2020-03-02 17:26:00","20-906861","MAIL/ETC THEFT/ETC","14X","300 JAYNE AV","Oakland","CA"
"VANDALISM","2020-03-07 22:00:00","20-906862","VANDALISM","25X","4000 MACARTHUR BLVD","Oakland","CA"
"BURG - AUTO","2020-03-02 20:05:00","20-906863","BURGLARY-AUTO","14Y","3200 GRAND AV","Oakland","CA"
"BURG - AUTO","2020-03-09 09:34:00","20-906864","BURGLARY-AUTO","31X","400 HEGENBERGER RD","Oakland","CA"
"GRAND THEFT","2020-03-04 13:05:00","20-906865","GRAND THEFT","07X","2700 MANDELA PKWY","Oakland","CA"
"VANDALISM","2020-03-09 17:15:00","20-906866","VANDALISM","15X","500 KENWYN RD","Oakland","CA"
"BURG - AUTO","2020-03-09 15:43:00","20-906867","BURGLARY-AUTO","01X","00 WEBSTER ST","Oakland","CA"
"BURG - AUTO","2020-03-02 00:00:00","20-906868","BURGLARY-AUTO","12Y","5400 LAWTON AV","Oakland","CA"
"BURG - AUTO","2020-03-06 18:45:00","20-906869","BURGLARY-AUTO","31X","7000 COLISEUM WY","Oakland","CA"
"VANDALISM","2020-03-06 16:00:00","20-906870","VANDALISM","14X","600 BELLEVUE AV","Oakland","CA"
"GRAND THEFT","2020-03-06 15:20:00","20-906871","GRAND THEFT","01X","00 CLAY ST","Oakland","CA"
"BURG - RESIDENTIAL","2020-03-06 10:30:00","20-906872","BURGLARY-FORCIBLE ENTRY","19X","1200 15TH AV","Oakland","CA"
"GRAND THEFT","2020-03-08 23:00:00","20-906873","GRAND THEFT","10X","900 57TH ST","Oakland","CA"
"BURG - AUTO","2020-03-07 21:00:00","20-906874","BURGLARY-AUTO","04X","1700 SAN PABLO AV","Oakland","CA"
"VANDALISM","2020-03-07 20:00:00","20-906875","VANDALISM","04X","17TH ST & SAN PABLO AV","Oakland","CA"
"OTHER","2020-03-08 16:30:00","20-906876","MAIL/ETC THEFT/ETC","25X","3700 35TH AV","Oakland","CA"
"GRAND THEFT","2020-03-07 04:06:00","20-906877","GRAND THEFT","31X","400 PENDLETON WY","Oakland","CA"
"","2020-03-03 19:45:00","20-906878","BURGLARY-AUTO","","BROADWAY / 42ND ST","Oakland","CA"
"PETTY THEFT","2020-03-08 17:50:00","20-906880","THEFT","31X","400 HEGENBERGER RD","Oakland","CA"
"VANDALISM","2020-03-08 13:09:00","20-906881","VANDALISM","32X","10800 INTERNATIONAL BLVD","Oakland","CA"
"VANDALISM","2020-03-09 12:35:00","20-906883","VANDALISM","17X","1800 PARK BLVD","Oakland","CA"
"PETTY THEFT","2020-03-08 23:15:00","20-906884","THEFT","13Y","1400 MOUNTAIN BLVD","Oakland","CA"
"PETTY THEFT","2020-03-04 11:30:00","20-906885","MAIL/ETC THEFT/ETC","22Y","4100 MAPLE AV","Oakland","CA"
"FRAUD","2017-05-09 06:10:00","20-906886","USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.","29X","2500 55TH AV","Oakland","CA"
"FRAUD","2017-09-04 05:55:00","20-906887","USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.","29X","6600 BRANN ST","Oakland","CA"
"FRAUD","2017-09-06 05:35:00","20-906888","USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.","29X","3300 66TH AV","Oakland","CA"
"BURG - AUTO","2020-03-09 22:30:00","20-906889","BURGLARY-AUTO","04X","1800 SAN PABLO AV","Oakland","CA"
"GRAND THEFT","2020-03-06 19:35:00","20-906890","GRAND THEFT","12X","4200 TELEGRAPH AV","Oakland","CA"
"VANDALISM","2020-03-09 20:00:00","20-906891","VANDALISM","77X","JEFFERSON ST","Oakland","CA"
"VANDALISM","2020-03-09 20:00:00","20-906892","VANDALISM","08X","24TH ST & BROADWAY","Oakland","CA"
"VANDALISM","2020-03-09 20:45:00","20-906893","VANDALISM","03Y","10TH ST & WASHINGTON ST","Oakland","CA"
"VANDALISM","2020-03-09 18:55:00","20-906894","VANDALISM","01X","2ND ST & WASHINGTON ST","Oakland","CA"
"VANDALISM","2020-03-09 19:35:00","20-906895","VANDALISM","09X","100 41ST ST","Oakland","CA"
"BURG - RESIDENTIAL","2020-03-08 20:20:00","20-906896","BURGLARY-FORCIBLE ENTRY","27X","5400 TRASK ST","Oakland","CA"
"GRAND THEFT","2020-03-17 04:30:00","20-907549","THEFT","27Y","6000 INTERNATIONAL BLVD","Oakland","CA"
"GRAND THEFT","2020-03-23 06:10:00","20-907550","THEFT","04X","100 17TH ST","Oakland","CA"
"FORGERY & COUNTERFEITING","2020-03-20 18:00:00","20-907551","THEFT BY USE OF ACCESS CARD","01X","200 3RD ST","Oakland","CA"
"BURG - AUTO","2020-03-22 14:15:00","20-907552","BURGLARY-AUTO","77X","JOAQUIN MILLER ROAD","Oakland","CA"
"GRAND THEFT","2020-03-23 13:10:00","20-907553","THEFT","35X","2300 96TH AV","Oakland","CA"
"GRAND THEFT","2020-03-21 10:05:00","20-907554","THEFT","02Y","700 PERALTA ST","Oakland","CA"
"","2020-01-21 21:00:00","20-907555","VANDALISM","04X","1500 FRANKLIN ST","Oakland","CA"
"BURG - AUTO","2020-03-23 22:45:00","20-907556","BURGLARY-AUTO","01X","200 2ND ST","Oakland","CA"
"GRAND THEFT","2020-03-16 09:00:00","20-907557","GRAND THEFT","33X","1200 97TH AV","Oakland","CA"
"BURG - RESIDENTIAL","2020-03-06 19:50:00","20-907558","BURGLARY-FORCIBLE ENTRY","16X","3700 LAKESHORE AV","Oakland","CA"
"GRAND THEFT","2020-03-11 18:00:00","20-907559","MAIL/ETC THEFT/ETC","34X","1700 98TH AV","Oakland","CA"
"BURG - AUTO","2020-03-23 05:53:00","20-907560","BURGLARY-AUTO","03Y","13TH ST & MARTIN LUTHER KING JR WY","Oakland","CA"
"GRAND THEFT","2020-02-19 07:32:00","20-907561","GRAND THEFT","15X","1900 LAKESHORE AV","Oakland","CA"
"GRAND THEFT","2020-03-23 06:20:00","20-907562","GRAND THEFT","15X","500 MERRITT AV","Oakland","CA"
"BURG - AUTO","2020-03-23 17:00:00","20-907563","BURGLARY-AUTO","12X","4800 WEBSTER ST","Oakland","CA"
"BURG - AUTO","2020-03-23 07:00:00","20-907566","BURGLARY-AUTO","26Y","7000 SNELL ST","Oakland","CA"
"VANDALISM","2020-03-21 02:30:00","20-907570","VANDALISM","22X","00 WOODCREST CIR","Oakland","CA"
"VANDALISM","2020-03-14 01:55:00","20-907571","VANDALISM","12Y","5700 AYALA AV","Oakland","CA"
"GRAND THEFT","2020-03-23 14:25:00","20-907577","THEFT","35X","9000 SENECA ST","Oakland","CA"
"VANDALISM","2020-03-23 08:00:00","20-907578","VANDALISM","19X","1100 9TH AV","Oakland","CA"
"BURG - AUTO","2020-03-20 13:15:00","20-907581","BURGLARY-AUTO","12X","300 41ST ST","Oakland","CA"
"BURG - AUTO","2020-03-22 20:28:00","20-907583","BURGLARY-AUTO","12Y","5500 MANILA AV","Oakland","CA"
"GRAND THEFT","2020-03-22 13:00:00","20-907584","GRAND THEFT","22X","2400 SCENIC AV","Oakland","CA"
"BURG - AUTO","2020-03-13 22:35:00","20-907587","BURGLARY-AUTO","77X","JACK LONDON SQUARE","Oakland","CA"
"GRAND THEFT","2020-03-09 23:25:00","20-907591","THEFT","09X","4400 MONTGOMERY ST","Oakland","CA"
"VANDALISM","2020-02-13 08:10:00","20-907592","VANDALISM","19X","1100 EMBARCADERO","Oakland","CA"
"GRAND THEFT","2020-03-24 00:00:00","20-907593","GRAND THEFT","07X","3200 HAVEN ST","Oakland","CA"
"VANDALISM","2020-03-23 09:00:00","20-907594","VANDALISM","16Y","1200 EXCELSIOR AV","Oakland","CA"
"BURG - AUTO","2020-03-23 20:00:00","20-907595","BURGLARY-AUTO","09X","3500 KEMPTON WY","Oakland","CA"
"BURG - AUTO","2020-03-23 03:00:00","20-907596","BURGLARY-AUTO","15X","HANOVER AV & LESTER AV","Oakland","CA"
"GRAND THEFT","2020-03-24 07:40:00","20-907597","GRAND THEFT","32Y","2000 104TH AV","Oakland","CA"
"BURG - AUTO","2020-03-23 19:30:00","20-907598","BURGLARY-AUTO","31Y","8300 EDES AV","Oakland","CA"
"BURG - AUTO","2020-03-23 18:00:00","20-907599","BURGLARY-AUTO","03X","1100 ALICE ST","Oakland","CA"
"FORGERY & COUNTERFEITING","2020-02-03 08:50:00","20-907600","MAIL/ETC THEFT/ETC","12Y","5900 BROADWAY","Oakland","CA"
"BURG - AUTO","2020-03-17 00:01:00","20-907601","BURGLARY-AUTO","01X","400 ALICE ST","Oakland","CA"
"BURG - AUTO","2020-03-21 19:15:00","20-907602","BURGLARY-AUTO","12X","500 41ST ST","Oakland","CA"
"VANDALISM","2020-03-24 11:10:00","20-907603","VANDALISM","22X","3500 LAGUNA AV","Oakland","CA"
"BURG - AUTO","2020-03-12 20:00:00","20-907604","BURGLARY-AUTO","04X","1500 LAKESIDE DR","Oakland","CA"
"GRAND THEFT","2020-03-23 06:20:00","20-907605","GRAND THEFT","15X","500 MERRITT AV","Oakland","CA"
"FRAUD","2017-11-01 10:35:00","20-907606","USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.","29X","5900 MAJESTIC AV","Oakland","CA"
"GRAND THEFT","2020-03-23 22:05:00","20-907607","GRAND THEFT","31Y","9600 EMPIRE RD","Oakland","CA"
"STOLEN VEHICLE","2020-03-24 01:50:00","20-907608","ATTEMPT VEHICLE THEFT-AUTO","12Y","5100 MILES AV","Oakland","CA"
"VANDALISM","2020-03-24 11:30:00","20-907610","VANDALISM","10Y","900 54TH ST","Oakland","CA"
"BURG - AUTO","2020-02-08 23:00:00","20-907611","BURGLARY-AUTO","24Y","2800 38TH AV","Oakland","CA"
"BURG - AUTO","2020-03-18 07:15:00","20-907612","BURGLARY-AUTO","77X","5TH ST","Oakland","CA"
"BURG - AUTO","2020-03-14 14:00:00","20-907613","BURGLARY-AUTO","77X","00 ","Oakland","CA"
"BURG - AUTO","2020-03-13 15:15:00","20-907614","BURGLARY-AUTO","03X","200 7TH ST","Oakland","CA"
"BURG - AUTO","2020-03-09 01:50:00","20-907615","BURGLARY-AUTO","77X","HIGH ST","Oakland","CA"
"GRAND THEFT","2000-03-23 16:00:00","20-907616","THEFT","77X","3435-3491 ELM ST","Oakland","CA"
"BURG - AUTO","2020-03-07 14:00:00","20-907617","BURGLARY-AUTO","19X","1200 7TH AV","Oakland","CA"
"PETTY THEFT","2020-03-12 18:00:00","20-907618","THEFT","03Y","CLAY ST & 8TH ST","Oakland","CA"
"BURG - AUTO","2020-03-22 03:00:00","20-907619","BURGLARY-AUTO","07X","3000 ADELINE ST","Oakland","CA"
"VANDALISM","2020-03-20 08:10:00","20-907620","VANDALISM","08X","2300 WEBSTER ST","Oakland","CA"
"BURG - RESIDENTIAL","2020-03-23 06:52:00","20-907621","BURGLARY-FORCIBLE ENTRY","14X","00 VERNON ST","Oakland","CA"
"BURG - AUTO","2020-03-05 02:10:00","20-907622","BURGLARY-AUTO","08X","3400 TELEGRAPH AV","Oakland","CA"
"BURG - AUTO","2020-02-25 16:28:00","20-907623","BURGLARY-AUTO","26Y","900 66TH AV","Oakland","CA"
"BURG - AUTO","2020-02-20 18:56:00","20-907624","BURGLARY-AUTO","77X","FLIBERT ST","Oakland","CA"
"BURG - AUTO","2020-02-17 08:25:00","20-907626","BURGLARY-AUTO","09X","500 FAIRMOUNT AV","Oakland","CA"
"BURG - AUTO","2020-03-04 10:30:00","20-907627","BURGLARY-AUTO","34X","9700 WALNUT ST","Oakland","CA"
"BURG - AUTO","2020-02-13 12:40:00","20-907628","BURGLARY-AUTO","20X","3100 ELMWOOD AV","Oakland","CA"
"BURG - AUTO","2020-02-12 14:20:00","20-907629","BURGLARY-AUTO","02X","700 MANDELA PKWY","Oakland","CA"
"BURG - AUTO","2020-02-12 13:30:00","20-907630","BURGLARY-AUTO","02X","300 CHESTNUT ST","Oakland","CA"
"VANDALISM","2020-02-06 09:00:00","20-907631","VANDALISM","19X","100 E 15TH ST","Oakland","CA"
"BURG - AUTO","2020-03-23 12:30:00","20-907632","BURGLARY-AUTO","19X","1500 4TH AV","Oakland","CA"
"DISORDERLY CONDUCT","2020-03-24 19:44:00","20-907633","ANNOYING TELEPHONE CALL:OBSCENE/THREATENING","01X","00 EMBARCADERO WEST","Oakland","CA"
"BURG - RESIDENTIAL","2020-03-24 12:00:00","20-907634","BURGLARY-FORCIBLE ENTRY","77X","FAIRMOUNT AVE","Oakland","CA"
"BURG - AUTO","2020-02-12 13:30:00","20-907635","BURGLARY-AUTO","02X","300 CHESTNUT ST","Oakland","CA"
"BURG - AUTO","2020-02-12 05:40:00","20-907636","BURGLARY-AUTO","09X","3500 KEMPTON WY","Oakland","CA"
"GRAND THEFT","2020-02-09 03:15:00","20-907637","GRAND THEFT","23X","3700 SAN LEANDRO ST","Oakland","CA"
"BURG - AUTO","2020-03-23 15:15:00","20-907638","BURGLARY-AUTO","22X","3700 COOLIDGE AV","Oakland","CA"
"VANDALISM","2020-03-24 07:15:00","20-907640","VANDALISM","26Y","7000 SAN LEANDRO ST","Oakland","CA"
"BURG - AUTO","2020-03-24 13:50:00","20-907641","BURGLARY-AUTO","26X","600 HIGH ST","Oakland","CA"
"VANDALISM","2020-03-24 08:00:00","20-907642","VANDALISM","06X","600 SYCAMORE ST","Oakland","CA"
"BURG - AUTO","2020-03-21 18:20:00","20-907643","BURGLARY-AUTO","32X","1800 104TH AV","Oakland","CA"
"BURG - AUTO","2020-03-23 02:00:00","20-907646","BURGLARY-AUTO","06X","700 29TH ST","Oakland","CA"
"VANDALISM","2020-03-13 23:01:00","20-907647","VANDALISM","77X","CLAY ST","Oakland","CA"
"BURG - RESIDENTIAL","2020-03-22 05:20:00","20-907652","BURGLARY-FORCIBLE ENTRY","08X","2400 VALDEZ ST","Oakland","CA"
"BURG - AUTO","2020-03-24 16:50:00","20-907653","BURGLARY-AUTO","06X","3700 WEST ST","Oakland","CA"
"BURG - RESIDENTIAL","2020-03-24 16:50:00","20-907654","BURGLARY-FORCIBLE ENTRY","03X","400 7TH ST","Oakland","CA"
"BURG - AUTO","2020-02-14 21:30:00","20-904919","BURGLARY-AUTO","12Y","5300 COLLEGE AV","Oakland","CA"
"BURG - AUTO","2020-02-15 01:45:00","20-904921","BURGLARY-AUTO","19X","1800 EMBARCADERO","Oakland","CA"
"BURG - AUTO","2020-02-13 06:00:00","20-904922","BURGLARY-AUTO","30X","7800 OLIVE ST","Oakland","CA"
"BURG - AUTO","2020-02-13 00:15:00","20-904923","BURGLARY-AUTO","16Y","3800 WOODRUFF AV","Oakland","CA"
"BURG - AUTO","2000-02-14 08:00:00","20-904924","BURGLARY-AUTO","12Y","5300 COLLEGE AV","Oakland","CA"
"BURG - AUTO","2020-02-15 03:00:00","20-904925","BURGLARY-AUTO","14Y","900 WARFIELD AV","Oakland","CA"
"BURG - AUTO","2020-02-07 20:25:00","20-904926","BURGLARY-AUTO","03X","100 14TH ST","Oakland","CA"
"BURG - AUTO","2020-02-14 00:00:00","20-904927","BURGLARY-AUTO","08X","2400 BROADWAY","Oakland","CA"
"BURG - AUTO","2020-02-15 12:05:00","20-904928","BURGLARY-AUTO","01X","100 2ND ST","Oakland","CA"
"BURG - AUTO","2020-02-14 19:30:00","20-904929","BURGLARY-AUTO","22X","3500 FRUITVALE AV","Oakland","CA"
"BURG - AUTO","2020-02-15 10:25:00","20-904930","BURGLARY-AUTO","08X","500 33RD ST","Oakland","CA"
"BURG - AUTO","2020-02-15 14:20:00","20-904931","BURGLARY-AUTO","17X","1000 FOOTHILL BLVD","Oakland","CA"
"BURG - AUTO","2020-01-22 09:30:00","20-904932","BURGLARY-AUTO","08X","500 30TH ST","Oakland","CA"
"BURG - AUTO","2020-02-14 16:10:00","20-904933","BURGLARY-AUTO","13Y","200 CALDECOTT LN","Oakland","CA"
"BURG - AUTO","2020-02-15 15:00:00","20-904934","BURGLARY-AUTO","17X","2000 5TH AV","Oakland","CA"
"BURG - AUTO","2020-02-11 02:00:00","20-904935","BURGLARY-AUTO","17Y","2500 IVY DR","Oakland","CA"
"BURG - AUTO","2020-02-15 19:20:00","20-904936","BURGLARY-AUTO","01X","3RD ST & CLAY ST","Oakland","CA"
"BURG - AUTO","2020-02-15 21:59:00","20-904937","BURGLARY-AUTO","31X","6600 SAN LEANDRO ST","Oakland","CA"
"BURG - AUTO","2020-02-15 22:30:00","20-904938","BURGLARY-AUTO","77X","OAKPORT ST","Oakland","CA"
"BURG - AUTO","2020-02-15 15:15:00","20-904939","BURGLARY-AUTO","07X","1600 34TH ST","Oakland","CA"
"BURG - AUTO","2020-02-15 23:15:00","20-904940","BURGLARY-AUTO","01X","2ND ST & WASHINGTON ST","Oakland","CA"
"BURG - AUTO","2020-02-14 12:05:00","20-904941","BURGLARY-AUTO","20X","3000 E 9TH ST","Oakland","CA"
"BURG - AUTO","2020-02-16 01:00:00","20-904942","BURGLARY-AUTO","01X","300 WASHINGTON ST","Oakland","CA"
"BURG - AUTO","2020-02-15 20:00:00","20-904943","BURGLARY-AUTO","77X","1825-3 SAN PABLO AV","Oakland","CA"
"BURG - AUTO","2020-02-16 10:00:00","20-904944","BURGLARY-AUTO","10X","5500 ADELINE ST","Oakland","CA"
"BURG - AUTO","2020-02-15 01:56:00","20-904945","BURGLARY-AUTO","12X","4300 TELEGRAPH AV","Oakland","CA"
"BURG - AUTO","2020-02-15 01:00:00","20-904946","BURGLARY-AUTO","22X","2400 MONTEREY BLVD","Oakland","CA"
"BURG - AUTO","2020-02-16 10:30:00","20-904947","BURGLARY-AUTO","16Y","4200 PARK BLVD","Oakland","CA"
"BURG - AUTO","2020-02-15 23:23:00","20-904948","BURGLARY-AUTO","12Y","5400 LAWTON AV","Oakland","CA"
"BURG - AUTO","2019-11-27 18:30:00","20-904949","BURGLARY-AUTO","09X","3800 HOWE ST","Oakland","CA"
"BURG - AUTO","2020-02-16 15:00:00","20-904950","BURGLARY-AUTO","04X","SAN PABLO AV & 17TH ST","Oakland","CA"
"BURG - AUTO","2020-02-16 11:00:00","20-904951","BURGLARY-AUTO","08X","3300 PIEDMONT AV","Oakland","CA"
"BURG - AUTO","2020-02-16 19:20:00","20-904952","BURGLARY-AUTO","23X","3900 ALAMEDA AV","Oakland","CA"
"BURG - AUTO","2020-02-15 22:08:00","20-904953","BURGLARY-AUTO","08X","400 23RD ST","Oakland","CA"
"BURG - AUTO","2020-02-16 12:00:00","20-904954","BURGLARY-AUTO","34X","1600 88TH AV","Oakland","CA"
